microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes	microtrait_hmm-dbxref_kegg_score	microtrait_hmm-dbxref_kegg_fscore	microtrait_hmm-dbxref_kegg_tpr	microtrait_hmm-dbxref_kegg_tnr	microtrait_hmm-dbxref_kegg_fpr	microtrait_hmm-dbxref_kegg_fnr	microtrait_hmm-dbxref_kegg_accuracy
pepF	K08602	3.4.24.-   	NA	pepF, pepB; oligoendopeptidase F [EC:3.4.24.-]   	Metallo peptidases_Family M3;M3	78.2	0.99976	1	1	1.26e-07	0	1
E3.4.17.14	K08640	3.4.17.14	NA	E3.4.17.14; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	Metallo peptidases_Family M15: zinc D-Ala-D-Ala carboxypeptidase family;M15	221.7	0.905	0.8378	1	1.26e-07	0.1622	1
vanX	K08641	3.4.13.22	NA	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	Metallo peptidases_Family M15: zinc D-Ala-D-Ala carboxypeptidase family;M15	44.6	0.989057	0.981621	1	5.04e-07	0.018379	0.999997
lasA	K08642	3.4.24.-	NA	lasA; LasA protease [EC:3.4.24.-]	Metallo peptidases_Family M23;M23	111.7	0.961	0.98	1	7.55e-07	0.02	1
lef	K08645	3.4.24.83	NA	lef; anthrax lethal toxin endopeptidase [EC:3.4.24.83]	Metallo peptidases_Family M34: anthrax lethal factor family;M34	1665.6	1	1	1	0	0	1
scpA	K08652	3.4.21.110	NA	C5AP, scpA, scpB; C5a peptidase [EC:3.4.21.110]	Serine peptidases_Family S8: subtilisin family;S8	1209.1	0.961	0.9245	1	0	0.0755	1
pepDA	K08659	3.4.-.-   	NA	pepDA, pepDB; dipeptidase [EC:3.4.-.-]   	Cysteine peptidases_Family C69;C69	91.3	1	1	1	0	0	1
tri	K08676	3.4.21.-   	NA	tri; tricorn protease [EC:3.4.21.-]   	Serine peptidases_Family S41: C-terminal processing peptidase family;S41	228.6	0.996236	0.9925	1	0	0.0075	1
nprB	K08777	3.4.24.-	NA	nprB; neutral peptidase B [EC:3.4.24.-]	Metallo peptidases_Family M4: thermolysin family;M4	649.2	0.961	0.9481	1	2.52e-07	0.0519	1
mtfA	K09933	NA	NA	mtfA; MtfA peptidase	Metallo peptidases_Family M90;M90	60.8	0.999541	0.999083	1	0	0.000917	1
rseP	K11749	3.4.24.-	NA	rseP; regulator of sigma E protease [EC:3.4.24.-]	Metallo peptidases_Family M50: S2P protease family;M50	87.4	0.999295	0.998873	1	1.26e-07	0.001127	0.999999
cps	K13048	3.4.17.-	NA	cps; carboxypeptidase Ss1 [EC:3.4.17.-]	Metallo peptidases_Family M20;M20	558.3	1	1	1	0	0	1
iaaA	K13051	3.5.1.1 3.4.19.5	NA	ASRGL1, iaaA; L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]	Threonine peptidases_Family T2;T2	235.1	0.975177	0.966608	1	2.27e-06	0.033392	0.999993
wprA	K13274	3.4.21.-	NA	wprA; cell wall-associated protease [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8	853.8	0.86	0.9286	1	1.64e-06	0.0714	1
isp	K13275	3.4.21.-	NA	isp; major intracellular serine protease [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8	328	0.997	0.9944	1	0	0.00559	1
bpr	K13276	3.4.21.-	NA	bpr; bacillopeptidase F [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8	639.7	0.984	0.9789	1	1.26e-07	0.0211	1
epr	K13277	3.4.21.-	NA	epr; minor extracellular protease Epr [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8	478.3	0.844	0.7386	1	1.26e-07	0.2614	1
sipW	K13280	3.4.21.89   	NA	SEC11, sipW; signal peptidase I [EC:3.4.21.89]   	Serine peptidases_Family S26: signal peptidase I family;S26	60.1	0.98134	0.9784	1	1.64e-06	0.0216	0.999996
avrRpt2	K13439	3.4.22.-   	NA	avrRpt2; cysteine protease avirulence protein AvrRpt2 [EC:3.4.22.-]   	Cysteine peptidases_Family C70;C70	97.5	1	1	1	0	0	1
avrPphB	K13440	3.4.22.-  	NA	avrPphB; cysteine protease avirulence protein AvrPphB [EC:3.4.22.-]  	Cysteine peptidases_Family C58;C58	639.4	1	1	1	0	0	1
icsP	K13520	3.4.23.-	NA	icsP, sopA; outer membrane protease [EC:3.4.23.-]	Aspartic peptidases_Family A26: omptin family;A26	623.5	1	1	1	0	0	1
mepS	K13694	3.4.-.- 3.4.17.13	NA	mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]	Cysteine peptidases_Family C40;C40	192.9	0.887299	0.87943	1	7.3e-06	0.12057	1
trf2_3	K13722	3.4.11.-	NA	trf2_3; tricorn protease interacting factor F2/3 [EC:3.4.11.-]	Metallo peptidases_Family M1;M1	893.6	0.986	1	1	1.26e-07	0	1
aprE1	K01342	3.4.21.62	NA	subtilisin [EC:3.4.21.62]	Serine peptidases_Family S8: subtilisin family;S8	429	0.759	0.6406	1	7.55e-07	0.35938	1
aprE2	K14645	3.4.21.-	NA	K14645; serine protease [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8	338.9	0.92235	0.93062	1	9.19e-06	0.06938	0.999984
vpr	K14647	3.4.21.-	NA	vpr; minor extracellular serine protease Vpr [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8	463	0.983	0.96732	1	0	0.0327	1
dppA	K16203	3.4.11.-	3.A.1.5.2_P26902	D-amino peptidase [EC:3.4.11.-]	Metallo peptidases_Family M55: DppA aminopeptidase family;M55	33.9	1	1	1	0	0	1
erfK	K16291	NA	NA	erfK; L,D-transpeptidase ErfK/SrfK	Cysteine peptidases_Family C82;C82	393.5	0.805902	0.71142	1	3.4e-06	0.28858	1
yydH	K16922	NA	NA	yydH; putative peptide zinc metalloprotease protein   	Metallo peptidases_Family M50: S2P protease family;M50	77.4	0.956	0.91733	1	1.26e-07	0.08267	1
cwlK	K17733	3.4.-.-	NA	cwlK; peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]	Metallo peptidases_Family M15: zinc D-Ala-D-Ala carboxypeptidase family;M15	63.4	0.991349	0.99307	1	7.55e-07	0.00693	1
aprX	K17734	3.4.21.-	NA	aprX; serine protease AprX [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8	323.2	0.907975	0.83459	1	1.26e-07	0.16541	1
frvX	K18530	3.4.11.-	NA	frvX; putative aminopeptidase FrvX [EC:3.4.11.-]	Metallo peptidases_Family M42: glutamyl aminopeptidase family;M42	363.9	1	1	1	0	0	1
sprE	K18548	3.4.21.82	NA	sprE; glutamyl endopeptidase II [EC:3.4.21.82]	Serine peptidases_Family S1: chymotrypsin family;S1	645.9	1	1	1	0	0	1
ptpA	K18574	3.4.14.12  	NA	ptpA; Xaa-Xaa-Pro tripeptidyl-peptidase [EC:3.4.14.12]  	Serine peptidases_Family S9: prolyl oligopeptidase family;S9	1248.2	1	1	1	0	0	1
vanXY	K18866	3.4.13.22 3.4.17.14	NA	vanXY; zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14]	Metallo peptidases_Family M15: zinc D-Ala-D-Ala carboxypeptidase family;M15	240	1	1	1	0	0	1
ampH	K18988	3.4.16.4 3.4.21.-	NA	ampH; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]	Serine peptidases_Family S12: D-Ala-D-Ala carboxypeptidase B family;S12	284	0.995	0.9894	1	0	0.01061	1
cwlS	K19220	3.4.-.-	NA	cwlS; peptidoglycan DL-endopeptidase CwlS [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40	466.6	0.704	0.9333	1	5.41e-06	0.0667	1
lytF	K19223	3.4.-.-	NA	lytF, cwlE; peptidoglycan DL-endopeptidase LytF [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40	540.1	0.811	0.7167	1	3.78e-07	0.2833	1
lytE	K19224	3.4.-.-	NA	lytE, cwlF; peptidoglycan DL-endopeptidase LytE [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40	226.9	0.634	0.85714	1	1.71e-05	0.14286	1
gluP	K19225	3.4.21.105   	NA	gluP; rhomboid protease GluP [EC:3.4.21.105]   	Serine peptidases_Family S54: Rhomboid family;S54	126.5	0.96769	0.94331	1	5.04e-07	0.05669	1
ynhG	K19234	NA	NA	ynhG; L,D-transpeptidase YnhG	Cysteine peptidases_Family C82;C82	552.1	0.995	0.991	1	0	0.00897	1
ybiS	K19235	NA	NA	ybiS; L,D-transpeptidase YbiS	Cysteine peptidases_Family C82;C82	487.9	0.977	0.95946	1	2.52e-07	0.04054	1
ycfS	K19236	NA	NA	ycfS; L,D-transpeptidase YcfS	Cysteine peptidases_Family C82;C82	420	0.967442	0.9697	1	1.89e-06	0.0303	1
mepH	K19303	3.4.-.-	NA	mepH; murein DD-endopeptidase [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40	152.5	0.986	0.97507	1	1.26e-07	0.02493	1
mepM	K19304	3.4.24.-	NA	mepM; murein DD-endopeptidase [EC:3.4.24.-]	Metallo peptidases_Family M23;M23	234.7	0.996	0.992	1	0	0.00797	1
mpl	K19351	3.4.24.-	NA	mpl; zinc metalloproteinase [EC:3.4.24.-]	Metallo peptidases_Family M4: thermolysin family;M4	929.2	1	1	1	0	0	1
ampS	K19689	3.4.11.-	NA	ampS, pepS, ampT; aminopeptidase [EC:3.4.11.-]	Metallo peptidases_Family M29: aminopeptidase T family;M29	31.8	1	1	1	0	0	1
ywaD	K19701	3.4.11.6;3.4.11.10	NA	ywaD; aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]	Metallo peptidases_Family M28: aminopeptidase Y family;M28	235.1	0.983	0.96732	1	0	0.03268	1
E3.4.11.24	K19702	3.4.11.24	NA	E3.4.11.24; aminopeptidase S [EC:3.4.11.24]	Metallo peptidases_Family M28: aminopeptidase Y family;M28	291.6	0.967	0.9674	1	3.78e-07	0.0326	1
zmp1	K20109	3.4.24.89	NA	zmp1; Pro-Pro endopeptidase [EC:3.4.24.89]	Metallo peptidases_Family M34: anthrax lethal factor family;M34	209.6	1	1	1	0	0	1
alpha-LP	K20136	3.4.21.12  	NA	alpha-LP; alpha-lytic endopeptidase [EC:3.4.21.12]  	Serine peptidases_Family S1: chymotrypsin family;S1	814.5	1	1	1	0	0	1
zmpA	K20273	NA	NA	zmpA; zinc metalloprotease ZmpA	Metallo peptidases_Family M4: thermolysin family;M4	469.9	0.994	0.9875	1	0	0.0125	1
zmpB_M26	K08643	3.4.24.-	NA	zmpB; zinc metalloprotease ZmpB [EC:3.4.24.-]	Metallo peptidases_Family M26;M26	1831.2	0.933	0.875	1	0	0.125	1
zmpB_M4	K20274	NA	NA	zmpB; zinc metalloprotease ZmpB  	Metallo peptidases_Family M4: thermolysin family;M4	130.1	0.987	0.9744	1	0	0.0256	1
nisP	K20486	3.4.21.-	NA	nisP, epiP; lantibiotic leader peptide-processing serine protease [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8	264.6	0.941	0.9062	1	2.52e-07	0.0938	1
tet	K20608	3.4.11.-	NA	tet; tetrahedral aminopeptidase [EC:3.4.11.-]	Metallo peptidases_Family M42: glutamyl aminopeptidase family;M42	388	1	1	1	0	0	1
sgcX	K20609	3.4.11.-	NA	sgcX; putative aminopeptidase [EC:3.4.11.-]	Metallo peptidases_Family M42: glutamyl aminopeptidase family;M42	427.7	0.994	0.988	1	0	0.0119	1
ykfC	K20742	3.4.14.13	NA	ykfC; gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]	Cysteine peptidases_Family C40;C40	197.3	0.987	0.98214	1	2.52e-07	0.01786	1
E3.4.24.32	K20749	3.4.24.32	NA	E3.4.24.32; beta-lytic metalloendopeptidase [EC:3.4.24.32]	Metallo peptidases_Family M23;M23	632.4	0.833	1	1	2.52e-07	0	1
bapA	K20750	3.4.11.25	NA	bapA; beta-peptidyl aminopeptidase [EC:3.4.11.25]	Mixed peptidases_Family P1: DmpA aminopeptidase family;P1	891.5	1	1	1	0	0	1
E3.4.21.121	K20755	3.4.21.121	NA	E3.4.21.121; Lys-Lys/Arg-Xaa endopeptidase [EC:3.4.21.121]	Serine peptidases_Family S8: subtilisin family;S8	109.9	0.996	0.99265	1	0	0.00735	1
impA	K21429	NA	NA	impA; immunomodulating metalloprotease   	Metallo peptidases_Family M88;M88	172.7	1	1	1	0	0	1
pbp4b	K21469	3.4.16.4   	NA	pbp4b; serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4]   	Serine peptidases_Family S12: D-Ala-D-Ala carboxypeptidase B family;S12	255.7	0.993	0.98655	1	0	0.01345	1
ycbB	K21470	NA	NA	ycbB; L,D-transpeptidase YcbB	Cysteine peptidases_Family C82;C82	120.1	0.995957	0.997301	1	1.01e-06	0.002699	0.999998
cwlO	K21471	3.4.-.-	NA	cwlO; peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40	156.5	0.617739	0.494191	1	3.21e-05	0.5058	0.999814
lytH	K21472	3.4.-.-	NA	lytH; peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]	Metallo peptidases_Family M23;M23	100.9	0.958115	0.9385	1	1.51e-06	0.06154	1
ripA	K21473	3.4.-.-	NA	ripA; peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40	253.5	0.94	0.88737	1	0	0.11263	1
ripB	K21474	3.4.-.-	NA	ripB; peptidoglycan DL-endopeptidase RipB [EC:3.4.-.-]	Cysteine peptidases_Family C40;C40	327.8	0.928	0.86607	1	0	0.13393	1
hpxW	K22602	3.5.1.126	NA	hpxW; oxamate amidohydrolase [EC:3.5.1.126]	Threonine peptidases_Family T3: gamma-glutamyltransferase family;T3	521.9	0.95883	0.95503	1	3.52e-06	0.04497	1
E3.4.24.33	K23743	3.4.24.33   	NA	E3.4.24.33; peptidyl-Asp metalloendopeptidase [EC:3.4.24.33]   	Metallo peptidases_Family M72;M72	137.7	0.997	0.99451	1	0	0.00549	1
pipA	K23941	NA	NA	pipA, gogA, gtgA; PipA/GogA/GtgA family effector protease   	Metallo peptidases_Family M85;M85	253.7	1	1	1	0	0	1
tpdA	K23980	3.4.13.23  	NA	tpdA; cysteinylglycine-S-conjugate dipeptidase [EC:3.4.13.23]  	Metallo peptidases_Family M20;M20	236.2	0.991686	0.99244	1	7.55e-07	0.00756	1
prsW	K24131	3.4.-.-   	NA	prsW; protease PrsW [EC:3.4.-.-]   	Metallo peptidases_Family M82;M82	39.9	0.999657	0.999314	1	0	0.000686	1
patG	K24454	1.3.3.16;3.4.-.-  	NA	patG; thiazoline dehydrogenase / protease [EC:1.3.3.16 3.4.-.-]  	Serine peptidases_Family S8: subtilisin family;S8	1689.9	1	1	1	0	0	1
sat	K00958	2.7.7.4	NA	sulfate adenylyltransferase [EC:2.7.7.4] 	NA	139	0.997211	0.99777	1	3.78e-07	0.00223	0.999999
aprA	K00394	1.8.99.2	NA	adenylylsulfate reductase, subunit A [EC:1.8.99.2] 	NA	302.1	0.997	0.99419	1	0	0.00581	1
aprB	K00395	1.8.99.2	NA	adenylylsulfate reductase, subunit B [EC:1.8.99.2] 	NA	103.4	0.91	0.95294	1	3.02e-06	0.04706	1
dsrA	K11180	1.8.99.5	NA	dissimilatory sulfite reductase alpha subunit [EC:1.8.99.5] 	NA	294.4	1	1	1	0	0	1
dsrB	K11181	1.8.99.5	NA	dissimilatory sulfite reductase beta subunit [EC:1.8.99.5] 	NA	339.9	1	1	1	0	0	1
dsrE	K07235	2.8.1.-	NA	tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]	NA	61.3	0.99037	0.99188	1	1.38e-06	0.00812	0.999998
dsrF	K07236	NA	NA	tRNA 2-thiouridine synthesizing protein C	NA	53.9	0.981502	0.97514	1	1.38e-06	0.02486	0.999996
dsrH	K07237	NA	NA	tusB, dsrH; tRNA 2-thiouridine synthesizing protein B	NA	34.9	0.994226	0.9897	1	1.26e-07	0.01034	1
asrA	K16950	NA	NA	anaerobic sulfite reductase subunit A 	NA	405.5	1	1	1	0	0	1
asrB	K16951	NA	NA	anaerobic sulfite reductase subunit B 	NA	277.5	0.997	0.9943	1	0	0.00575	1
asrC	K00385	NA	NA	anaerobic sulfite reductase subunit C 	NA	383.4	1	1	1	0	0	1
sreA	K17219	1.12.98.4	NA	sulfur reductase molybdopterin subunit 	NA	2418.5	1	1	1	0	0	1
sreB	K17220	NA	NA	sulfur reductase FeS subunit 	NA	532	1	1	1	0	0	1
sreC	K17221	NA	NA	sulfur reductase membrane anchor 	NA	932.7	1	1	1	0	0	1
hydG	K17995	1.12.98.4	NA	sulfhydrogenase subunit gamma (sulfur reductase) [EC:1.12.98.4]	NA	438.3	1	1	1	0	0	1
hydB_4	K05922	1.12.5.1	NA	quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1]	NA	786.6	0.997	0.99497	1	0	0.00503	1
sorA	K05301	1.8.2.1	NA	sulfite dehydrogenase [EC:1.8.2.1] 	NA	789	0.333	0.2	1	0	0.8	1
sorB	K00386	1.8.2.1	NA	sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1]	NA	73.5	0.957	0.9655	1	3.78e-07	0.0345	1
soeA	K21307	1.8.5.6	NA	sulfite dehydrogenase (quinone) subunit SoeA [EC:1.8.5.6] 	NA	380.3	0.988	0.97647	1	0	0.02353	1
soeB	K21308	NA	NA	sulfite dehydrogenase (quinone) subunit SoeB 	NA	296	0.988166	0.97661	1	0	0.02339	1
soeC	K21309	NA	NA	sulfite dehydrogenase (quinone) subunit SoeC 	NA	120.9	1	1	1	0	0	1
fccA	K17230	NA	NA	cytochrome subunit of sulfide dehydrogenase 	NA	85	0.938	1	1	6.29e-07	0	1
fccB	K17229	1.8.2.3	NA	sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3] 	NA	476.3	1	1	1	0	0	1
sqr	K17218	1.8.5.4	NA	sulfide:quinone oxidoreductase [EC:1.8.5.4] 	NA	218.1	0.97577	0.962532	1	2.01e-06	0.0375	0.999991
sor	K16952	1.13.11.55	NA	sulfur oxygenase/reductase [EC:1.13.11.55] 	NA	394	1	1	1	0	0	1
phsA	K08352	1.8.5.5	NA	thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5] 	NA	560.4	0.982	0.98047	1	5.04e-07	0.01953	1
phsB	K08353	NA	NA	thiosulfate reductase electron transport protein 	NA	315.4	1	1	1	0	0	1
phsC	K08354	NA	NA	thiosulfate reductase cytochrome b subunit 	NA	103.5	1	1	1	0	0	1
sseA	K01011	2.8.1.1;2.8.1.2	NA	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2] 	NA	72.5	0.957134	0.986287	1	3.56e-05	0.013713	0.999958
soxB	K17224	3.1.6.20	NA	S-sulfosulfanyl-L-cysteine sulfohydrolase [EC:3.1.6.20] 	NA	356.5	0.996	0.99145	1	0	0.00855	1
soxC	K17225	NA	NA	sulfane dehydrogenase subunit SoxC 	NA	460	1	1	1	0	0	1
soxD	K22622	1.8.2.6	NA	S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6] 	NA	130.9	0.998822	0.99765	1	0	0.00235	1
doxA	K16936	1.8.5.2	NA	thiosulfate dehydrogenase [quinone] small subunit [EC:1.8.5.2] 	NA	19.6	0.989	0.9787	1	0	0.0213	1
doxD	K16937	1.8.5.2	NA	thiosulfate dehydrogenase [quinone] large subunit [EC:1.8.5.2] 	NA	65.3	0.886768	0.82388	1	3.65e-06	0.17612	0.999978
tsdA	K19713	1.8.2.2	NA	thiosulfate dehydrogenase [EC:1.8.2.2]	NA	98.9	0.971946	0.94876	1	2.52e-07	0.05124	1
ttrA	K08357	NA	NA	tetrathionate reductase subunit A 	NA	260	0.994	0.9872	1	0	0.01282	1
ttrB_dsrO	K08358	NA	NA	tetrathionate reductase subunit B 	NA	258.9	0.987	0.97458	1	0	0.02542	1
ttrC	K08359	NA	NA	tetrathionate reductase subunit C 	NA	178.1	0.993	0.98636	1	0	0.01364	1
dmsA	K07306	1.8.5.3	NA	anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3] 	NA	587.6	0.790123	0.9697	1	4.23e-05	0.0303	1
dmsB	K07307	NA	NA	anaerobic dimethyl sulfoxide reductase subunit B 	NA	177.8	0.947309	0.98701	1	1.03e-05	0.01299	0.999988
dmsC	K07308	NA	NA	anaerobic dimethyl sulfoxide reductase subunit C 	NA	115.3	0.86209	0.99571	1	2.77e-05	0.00429	1
dddL	K16953	4.4.1.3	NA	dimethylpropiothetin dethiomethylase [EC:4.4.1.3] 	NA	236.9	1	1	1	0	0	1
hdrA1	K22480	1.8.7.3	NA	heterodisulfide reductase subunit A1 [EC:1.8.7.3] 	NA	1119.3	1	1	1	0	0	1
hdrB1	K22481	1.8.7.3	NA	heterodisulfide reductase subunit B1 [EC:1.8.7.3] 	NA	357	1	1	1	0	0	1
hdrC1	K22482	1.8.7.3	NA	heterodisulfide reductase subunit C1 [EC:1.8.7.3] 	NA	201.5	0.989	1	1	1.26e-07	0	1
hdrA2	K03388	1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6	NA	heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] 	NA	509.6	0.89522	0.8239	1	1.01e-06	0.1761	0.99999
hdrB2	K03389	1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6	NA	heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] 	NA	149.6	0.815642	0.95425	1	2.23e-05	0.04575	1
hdrC2	K03390	1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6	NA	heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] 	NA	99.6	0.953737	0.9781	1	3.78e-06	0.0219	1
cysNC	K00955	2.7.7.4;2.7.1.25	NA	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25] 	NA	724.3	0.905136	0.83038	1	5.04e-07	0.16962	0.99998
cysN	K00956	2.7.7.4	NA	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4] 	NA	509.4	0.79561	0.984095	1	9.31e-05	0.015905	0.9999
cysD	K00957	2.7.7.4	NA	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4] 	NA	134.1	0.997972	0.995953	1	0	0.004047	0.999999
cysC	K00860	2.7.1.25	NA	adenylylsulfate kinase [EC:2.7.1.25] 	NA	97.2	0.790958	0.992697	1	0.000116	0.007303	0.999882
cysH	K00390	1.8.4.8;1.8.4.10	NA	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10] 	NA	105.7	0.955034	0.939951	1	1.03e-05	0.060049	0.999968
cysI	K00381	1.8.1.2	NA	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2] 	NA	495.2	0.982681	0.96849	1	6.3e-07	0.031513	0.99999
cysJ	K00380	1.8.1.2	NA	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2] 	NA	176.6	0.926187	0.970029	1	3.3e-05	0.02997	0.999959
sir	K00392	1.8.7.1	NA	sulfite reductase (ferredoxin) [EC:1.8.7.1] 	NA	532.7	0.853782	0.75595	1	1.26e-06	0.24405	1
katE	K03781	1.11.1.6	NA	catalase [EC:1.11.1.6]	NA	17.2	0.999532	0.999766	1	3.78e-07	0.000234	0.999999
katG	K03782	1.11.1.21	NA	catalase-peroxidase [EC:1.11.1.21]	1	110.7	1	1	1	0	0	1
algK	K19292	NA	NA	alginate biosynthesis protein AlgK	NA	335.5	0.976	0.9717	1	2.52e-07	0.0283	1
algE	K16081	NA	1.B.13.1.1_P18895;1.B.13.1.2_Q44497;1.B.13.1.7_Q0VSL2	alginate production protein	NA	129.9	1	1	1	0	0	1
pslA	K20997	NA	NA	polysaccharide biosynthesis protein PslA	NA	406.5	0.894	0.833	1	3.78e-07	0.1667	1
pslB	K16011	2.7.7.13;5.3.1.8	NA	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	NA	518.1	0.755938	0.938099	1	9.29e-05	0.061901	0.999897
pslD	K20987	NA	1.B.18	polysaccharide biosynthesis/export protein PslD	NA	323.7	1	1	1	0	0	1
pslE	K20998	NA	NA	polysaccharide biosynthesis protein PslE	NA	252.9	0.992	1	1	1.26e-07	0	1
pslF	K20999	NA	NA	polysaccharide biosynthesis protein PslF	NA	167.1	0.991	1	1	1.26e-07	0	1
pslG	K21000	NA	NA	polysaccharide biosynthesis protein PslG	NA	184.8	0.976	0.9683	1	1.26e-07	0.0317	1
pslH	K21001	NA	NA	polysaccharide biosynthesis protein PslH	NA	301.4	0.929	0.8764	1	1.26e-07	0.1236	1
pslI	K21002	NA	NA	polysaccharide biosynthesis protein PslI	NA	503.9	1	1	1	0	0	1
pslJ	K21003	NA	NA	polysaccharide biosynthesis protein PslJ	NA	160.9	0.967	0.935	1	0	0.0645	1
pslK	K21004	NA	NA	polysaccharide biosynthesis protein PslK	NA	577.8	1	1	1	0	0	1
pslL	K21005	NA	NA	polysaccharide biosynthesis protein PslL	NA	247.3	1	1	1	0	0	1
pelA	K21006	NA	NA	polysaccharide biosynthesis protein PelA	NA	145.8	0.997	1	1	1.26e-07	0	1
pelB	K21007	NA	NA	polysaccharide biosynthesis protein PelB	NA	187.6	0.996	0.99194	1	0	0.00806	1
pelC	K21008	NA	NA	polysaccharide biosynthesis protein PelC	NA	125.7	1	1	1	0	0	1
pelD	K21009	NA	NA	polysaccharide biosynthesis protein PelD	NA	147.7	1	1	1	0	0	1
pelE	K21010	NA	NA	polysaccharide biosynthesis protein PelE	NA	94.3	0.997	1	1	1.26e-07	0	1
pelF	K21011	NA	NA	polysaccharide biosynthesis protein PelF	NA	382	0.994	0.98842	1	0	0.01158	1
pelG	K21012	NA	NA	polysaccharide biosynthesis protein PelG	NA	288.8	0.99	0.98785	1	2.52e-07	0.01215	1
vexA	K22924	NA	1.B.18.2.1	Vi polysaccharide export protein VexA	NA	794.2	1	1	1	0	0	1
vexB	K22921	NA	3.A.1.101.2	Vi polysaccharide transport system permease protein	NA	574.1	1	1	1	0	0	1
vexC	K22923	7.6.2.12	3.A.1.101.2	Vi polysaccharide transport system ATP-binding protein [EC:7.6.2.12]	NA	501.2	1	1	1	0	0	1
vexD	K22922	NA	3.A.1.101.2	Vi polysaccharide transport system permease protein	NA	973.3	1	1	1	0	0	1
lptA	K09774	NA	1.B.42.1.2_P0ADV1	lipopolysaccharide export system protein LptA	NA	56.4	0.998338	0.998575	1	5.04e-07	0.001425	0.999999
lptB	K06861	7.5.2.5	1.B.42.1.2_P0A9V1;3.A.1.142.1_Q8DNB9;3.A.1.152.1_Q9HVV6	lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]	NA	318	0.9868	0.98187	1	2.77e-06	0.01813	0.99999
lptC	K11719	NA	1.B.42.1.2_P0ADW0	lipopolysaccharide export system protein LptC	NA	51.9	0.997716	0.99829	1	6.3e-07	0.001714	1
