microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes
GH113				glycoside hydrolase CAZy family 113	
GH116				glycoside hydrolase CAZy family 116	
GH12				glycoside hydrolase CAZy family 12	
GH120				glycoside hydrolase CAZy family 120	
GH124				glycoside hydrolase CAZy family 124	
GH134				glycoside hydrolase CAZy family 134	
GH16				glycoside hydrolase CAZy family 16	
GH18				glycoside hydrolase CAZy family 18	
GH19				glycoside hydrolase CAZy family 19	
GH2				glycoside hydrolase CAZy family 2	
GH20				glycoside hydrolase CAZy family 20	
GH23				glycoside hydrolase CAZy family 23	
GH26				glycoside hydrolase CAZy family 26	
GH27				glycoside hydrolase CAZy family 27	
GH3				glycoside hydrolase CAZy family 3	
GH30				glycoside hydrolase CAZy family 30	
GH31				glycoside hydrolase CAZy family 31	
GH36				glycoside hydrolase CAZy family 36	
GH39				glycoside hydrolase CAZy family 39	
GH4				glycoside hydrolase CAZy family 4	
GH43				glycoside hydrolase CAZy family 43	
GH44				glycoside hydrolase CAZy family 44	
GH45				glycoside hydrolase CAZy family 45	
GH48				glycoside hydrolase CAZy family 48	
GH5				glycoside hydrolase CAZy family 5	
GH51				glycoside hydrolase CAZy family 51	
GH52				glycoside hydrolase CAZy family 52	
GH54				glycoside hydrolase CAZy family 54	
GH6				glycoside hydrolase CAZy family 6	
GH62				glycoside hydrolase CAZy family 62	
GH7				glycoside hydrolase CAZy family 7	
GH74				glycoside hydrolase CAZy family 74	
GH79				glycoside hydrolase CAZy family 79	
GH8				glycoside hydrolase CAZy family 8	
GH9				glycoside hydrolase CAZy family 9	
GH97				glycoside hydrolase CAZy family 97	
GH98				glycoside hydrolase CAZy family 98	
gk	K00851	2.7.1.12		E2.7.1.12, gntK, idnK; gluconokinase [EC:2.7.1.12] 	
glc1EIIA	K02777	2.7.1.69	4.A.1.1.1_P69783;4.A.3.2.5_Q8L3C4	PTS system, glucose-specific IIA component [EC:2.7.1.69]	
glc1EIIB	K02778	2.7.1.69	4.A.1.1.1	PTS system, glucose-specific IIB component [EC:2.7.1.69]	
glc1EIIC	K02779		4.A.1.1.11_Q8DS05;4.A.1.1.12_Q48WG5;4.A.1.1.17_Q63GK8;4.A.1.1.18_O51590;4.A.1.1.1_P69786	PTS system, glucose-specific IIC component	
glc2EIIA	K20116		4.A.1.1.9;4.A.1.1.13;4.A.1.1.14	PTS system, glucose-specific IIA component	
glc2EIIB	K20117		4.A.1.1.9;4.A.1.1.13;4.A.1.1.14	PTS system, glucose-specific IIB component	
glc2EIIC	K20118		4.A.1.1.9;4.A.1.1.13;4.A.1.1.14	glucose PTS system EIICBA or EIICB component	
glcA	K10199		3.A.1.1.13_Q97UY8;3.A.1.1.14_Q97UF2	glucose/arabinose transport system ATP-binding protein	
glcP	K10197		3.A.1.1.13_Q97UZ0;3.A.1.1.14_Q97UF4	glucose/arabinose transport system permease protein	
glcP1	K10198		3.A.1.1.13_Q97UY9;3.A.1.1.14_Q97UF3	glucose/arabinose transport system permease protein	
glcS	K10196		3.A.1.1.13_Q97UZ1;3.A.1.1.14_Q97UF5	glucose/arabinose transport system substrate-binding protein	
glcT1	K08174		2.A.1.7.3_O07563	MFS transporter, FHS family, glucose/mannose:H+ symporter	
glcU	K05340		2.A.7.5.1_O07881;2.A.7.5.3_Q9CDF7;2.A.7.5.4_P40420;2.A.7.5.5_L8DP77	glucose uptake protein	
gld	K00115	1.1.5.9		GLD; glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9] 	
gldA	K00005	1.1.1.6		glycerol dehydrogenase [EC:1.1.1.6]	
glf	K13854		2.A.1.1.4_P21906	MFS transporter, SP family, glucose uniporter	
glk	K00845	2.7.1.2		glk; glucokinase [EC:2.7.1.2] 	
glnA	K01915	6.3.1.2		glutamine synthetase [EC:6.3.1.2]	
glnH	K10036		3.A.1.3.2_P0AEQ3	glutamine transport system substrate-binding protein	
glnP	K10037		3.A.1.3.2_P0AEQ6	glutamine transport system permease protein	
glnQ	K10038	3.6.3.-	3.A.1.3.2_P10346	glutamine transport system ATP-binding protein [EC:3.6.3.-]	
glpE	K02439	2.8.1.1		thiosulfate sulfurtransferase [EC:2.8.1.1] 	
glpF	K02440		1.A.8.1.1_P0AER0;1.A.8.13.2_Q9C4Z5;1.A.8.2.1_P18156;1.A.8.2.2_P22094;1.A.8.2.3_P52280;1.A.8.2.4_C6VJ63;1.A.8.2.5_D7V7W8;1.A.8.2.6_D7V8E7;1.A.8.2.7_D7VEY8;1.A.8.2.8_D7VC84;1.A.8.2.9_D0JBC9	glycerol uptake facilitator protein	
glpP	K17322		3.A.1.1.35_G3LHZ0	glycerol transport system permease protein	
glpQ	K17323		3.A.1.1.35_G3LHZ1	glycerol transport system permease protein	
glpS	K17324		3.A.1.1.35_G3LHY8	glycerol transport system ATP-binding protein	
glpT	K17325		3.A.1.1.35_G3LHY9	glycerol transport system ATP-binding protein	
glpV	K17321		3.A.1.1.35_G3LHZ3	glycerol transport system substrate-binding protein	
glsA	K01425	3.5.1.2		glutaminase [EC:3.5.1.2]	
gltA	K01647	2.3.3.1		CS, gltA; citrate synthase [EC:2.3.3.1] 	
gltB	K00265	1.4.1.13		glutamate synthase (NADPH) large chain [EC:1.4.1.13]	
gltD	K00266	1.4.1.13		glutamate synthase (NADPH) small chain [EC:1.4.1.13]	
gltI	K10001		3.A.1.3.19_Q88NY2;3.A.1.3.22_Q9I402;3.A.1.3.4_P37902	glutamate/aspartate transport system substrate-binding protein	
gltJ	K10003		3.A.1.3.19_Q88NY3;3.A.1.3.22_Q9I403;3.A.1.3.4_P0AER3	glutamate/aspartate transport system permease protein	
gltK	K10002		3.A.1.3.19_Q88NY4;3.A.1.3.22_Q9I404;3.A.1.3.4_P0AER5	glutamate/aspartate transport system permease protein	
gltL	K10004	3.6.3.-	3.A.1.3.19_Q88NY5;3.A.1.3.22_Q9I405;3.A.1.3.4_P0AAG3	glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-]	
gltP	K11102		2.A.23.1.1_P21345;2.A.23.1.2_P24943	proton glutamate symport protein	
gltS1	K00284	1.4.7.1		glutamate synthase (ferredoxin) [EC:1.4.7.1]	
gltS2	K03312		2.A.27.1.1_P0AER8;2.A.27.1.2_P73275;2.A.27.1.3_Q9HZ58;2.A.27.2.1_B1XKD9;2.A.27.2.2_M1QJN9	glutamate:Na+ symporter, ESS family	
gluA	K10008	3.6.3.-	3.A.1.3.9_P48243	glutamate transport system ATP-binding protein [EC:3.6.3.-]	
gluB	K10005		3.A.1.3.9_P48242	glutamate transport system substrate-binding protein	
gluC	K10006		3.A.1.3.9_P48244	glutamate transport system permease protein	
glucP	K02429		2.A.1.7.10_A1S5F4;2.A.1.7.11_A1S297;2.A.1.7.1_P11551;2.A.1.7.2_P0C105;2.A.1.7.5_Q8XEV7;2.A.1.7.7_O25788	MFS transporter, FHS family, L-fucose permease	
gluD	K10007		3.A.1.3.9_P48245	glutamate transport system permease protein	
gluP	K19225	3.4.21.105   		gluP; rhomboid protease GluP [EC:3.4.21.105]   	Serine peptidases_Family S54: Rhomboid family;S54
glvEIIB	K02749	2.7.1.69	4.A.1.1.4;4.A.1.1.8;4.A.1.1.10;4.A.1.1.16;4.A.1.1.19	PTS system, arbutin-like IIB component [EC:2.7.1.69]	
glvEIIC	K02750		4.A.1.1.10_Q9AGA7;4.A.1.1.16_C7NB69;4.A.1.1.19_ART98514;4.A.1.1.4_O06900;4.A.1.1.8_P54715	PTS system, arbutin-like IIC component	
glyA	K00600	2.1.2.1		glycine hydroxymethyltransferase [EC:2.1.2.1] 	
glycA	K02550		2.A.14.1.2_Q46839;2.A.14.1.3_P71067	glycolate permease	
gnl	K01053	3.1.1.17		E3.1.1.17, gnl, RGN; gluconolactonase [EC:3.1.1.17] 	
gntP	K16321		2.A.8.1.3_P0AC94	high-affinity gluconate transporter	
gntT	K06155		2.A.8.1.4	Gnt-I system high-affinity gluconate transporter	
gntU	K06156		2.A.8.1.8	Gnt-I system low-affinity gluconate transporter	
gpd	K00036	1.1.1.49;1.1.1.363		G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] 	
gpmA	K01834	5.4.2.11		PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11] 	
gpmB	K15634	5.4.2.12		probable phosphoglycerate mutase [EC:5.4.2.12] 	
gpmI	K15633	5.4.2.12		gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12] 	
gpr	K06012	3.4.24.78		gpr; spore protease [EC:3.4.24.78]	Aspartic peptidases_Family A25: gpr protease family;A25
graA	K20942	1.14.14.27		resorcinol 4-hydroxylase (FADH2) [EC:1.14.14.27]	
groEL	K04077			chaperonin GroEL, HSP60	1
groES	K04078			chaperonin GroES, HSP10	1
grpE	K03687			molecular chaperone GrpE, HSP24	1
gsiA	K13892		3.A.1.5.11	glutathione transport system ATP-binding protein	
gsiB	K13889		3.A.1.5.11	glutathione transport system substrate-binding protein	
gsiC	K13890		3.A.1.5.11	glutathione transport system permease protein	
gsiD	K13891		3.A.1.5.11	glutathione transport system permease protein	
gtsA	K17315		3.A.1.1.24_Q72KX2;3.A.1.1.30_Q88P38	glucose/mannose transport system substrate-binding protein	
gtsB	K17316		3.A.1.1.24_Q72KX3;3.A.1.1.30_Q88P37	glucose/mannose transport system permease protein	
gtsC	K17317		3.A.1.1.14_Q97UF3;3.A.1.1.24_Q72KX4;3.A.1.1.30_Q88P36	glucose/mannose transport system permease protein	
gudB	K00260	1.4.1.2		glutamate dehydrogenase [EC:1.4.1.2]	
gutA	K16248		2.A.2	probable glucitol transport protein GutA	
gutEIIA	K02781	2.7.1.69	4.A.4.1.1_P05706;4.A.4.1.2_O32334	PTS system, glucitol/sorbitol-specific IIA component [EC:2.7.1.69]	
gutEIIB	K02782	2.7.1.69	4.A.4.1	PTS system, glucitol/sorbitol-specific IIB component [EC:2.7.1.69]	
gutEIIC	K02783		4.A.4.1.1_P56579;4.A.4.1.1_P56580;4.A.4.1.2_O32332;4.A.4.1.2_O32333	PTS system, glucitol/sorbitol-specific IIC component	
h3cl	K18594	6.2.1.-		3-hydroxypropionyl-CoA synthetase (ADP-forming) [EC:6.2.1.-] 	
h6pd	K13937	1.1.1.47;3.1.1.31		H6PD; hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31] 	
hadh	K00022	1.1.1.35		3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	
hao	K10535	1.7.2.6		hydroxylamine dehydrogenase [EC:1.7.2.6]	
hasA	K12545		1.B.14.5	heme acquisition protein HasA	
hasR	K16152		1.B.14.7.1	heme acquisition protein HasR	
hbd	K00074	1.1.1.157		3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	
hcaT	K05820		2.A.1.65.9_Q45632	MFS transporter, PPP family, 3-phenylpropionic acid transporter	
hdeA	K19777			acid stress chaperone HdeA	
hdeB	K19778			acid stress chaperone HdeB	
hdh	K20935	1.7.2.8		hydrazine dehydrogenase [EC:1.7.2.8]	
hdrA1	K22480	1.8.7.3		heterodisulfide reductase subunit A1 [EC:1.8.7.3] 	
hdrA2	K03388	1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6		heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] 	
hdrB1	K22481	1.8.7.3		heterodisulfide reductase subunit B1 [EC:1.8.7.3] 	
hdrB2	K03389	1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6		heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] 	
hdrC1	K22482	1.8.7.3		heterodisulfide reductase subunit C1 [EC:1.8.7.3] 	
hdrC2	K03390	1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6		heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] 	
hdrD	K08264	1.8.98.1		heterodisulfide reductase subunit D [EC:1.8.98.1] 	
hdrE	K08265	1.8.98.1		heterodisulfide reductase subunit E [EC:1.8.98.1] 	
hflB	K03798	3.4.24.-		ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	Metallo peptidases_Family M41: FtsH endopeptidase family;M41
hgdD	K03287		1.B.17.2.10_V5V5Z3;3.A.1.114.1_Q8YT39	outer membrane factor, OMF family	
hhoB	K04691	3.4.21.-		hhoB, degS; serine protease DegS [EC:3.4.21.-]	Serine peptidases_Family S1: chymotrypsin family;S1
hicdh	K17753	1.1.1.286		HICDH; isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286] 	
hisJ	K10014		3.A.1.3.11_O50181;3.A.1.3.1_P09551;3.A.1.3.29_P09551;3.A.1.3.29_P0AEU0	histidine transport system substrate-binding protein	
hisM	K10015		3.A.1.3.11_O50183;3.A.1.3.1_P0A2I7;3.A.1.3.29_P0AEU3	histidine transport system permease protein	
hisP	K10017	3.6.3.21	3.A.1.3.11_O30506;3.A.1.3.1_P02915;3.A.1.3.29_P07109	histidine transport system ATP-binding protein [EC:3.6.3.21]	
hisQ	K10016		3.A.1.3.11_O50182;3.A.1.3.1_P0A2I9;3.A.1.3.29_P52094	histidine transport system permease protein	
hk	K00844	2.7.1.1		HK; hexokinase [EC:2.7.1.1] 	
hmd	K13942	1.12.98.2		5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2] 	
hmeC	K18500			heterodisulfide reductase cytochrome b-like subunit	
hmeD	K18501			heterodisulfide reductase iron-sulfur subunit	
hndA	K18330	1.12.1.3		NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3]	
hndB	K17992	1.12.1.3		NADP-reducing hydrogenase subunit HndB [EC:1.12.1.3]	
hndC	K18331	1.12.1.3		NADP-reducing hydrogenase subunit HndC [EC:1.12.1.3]	
hndD	K18332	1.12.1.3		NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]	
hofD	K02506	3.4.23.43		hofD, hopD; leader peptidase HopD [EC:3.4.23.43]	Aspartic peptidases_Family A24: type IV prepilin peptidase family;A24
hoxE	K05586	7.1.1.2		hoxE; bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]	
hoxF_1	K05587	7.1.1.2		hoxF; bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]	
hoxF_2	K18005	1.12.1.2		[NiFe] hydrogenase diaphorase moiety large subunit [EC:1.12.1.2]	
hoxH	K00436	1.12.1.2		NAD-reducing hydrogenase large subunit [EC:1.12.1.2]	
hoxU_1	K05588	7.1.1.2		hoxU; bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]	
hoxU_2	K18006	1.12.1.2		[NiFe] hydrogenase diaphorase moiety small subunit [EC:1.12.1.2]	
hoxY	K18007	1.12.1.2		NAD-reducing hydrogenase small subunit [EC:1.12.1.2]	
hpd	K15039	1.1.1.298		3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298] 	
hppA	K15987			K(+)-stimulated pyrophosphate-energized sodium pump	
hpr	K11189		4.A.1.1.15_Q9HXN5;4.A.2.1.19_M7QAG8;4.A.2.1.26_Q5V5X3	phosphocarrier protein	
hprA	K00018	1.1.1.29		glycerate dehydrogenase [EC:1.1.1.29] 	
hps-phi	K13831	4.1.2.43;5.3.1.27		3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27] 	
hpt	K02445		2.A.1.4.6_Q9Z7N9	MFS transporter, OPA family, glycerol-3-phosphate transporter	
hpxW	K22602	3.5.1.126		hpxW; oxamate amidohydrolase [EC:3.5.1.126]	Threonine peptidases_Family T3: gamma-glutamyltransferase family;T3
hrcA	K03705			heat-inducible transcriptional repressor	
hrtA	K09814	3.6.3.-	3.A.1	hemin transport system ATP-binding protein [EC:3.6.3.-]	
hrtB	K09813		3.A.1	hemin transport system permease protein	
hscA	K04044			molecular chaperone HscA, HSP70	
hscC	K04045			molecular chaperone HscC, HSP70	
hslU	K03667			ATP-dependent HslUV protease ATP-binding subunit HslU, HSP100	1
hslV	K01419	3.4.25.2		hslV, clpQ; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	Threonine peptidases_Family T1: proteasome family;T1
hupU	K23548	1.12.99.6		uptake hydrogenase small subunit [EC:1.12.99.6]	
hupV	K23549	1.12.99.6		uptake hydrogenase large subunit [EC:1.12.99.6]	
hutM	K16236		2.A.3.1	histidine permease	
hutT	K16234		2.A.3.1.9_O31199	histidine transporter	
hxlA	K08093	4.1.2.43		3-hexulose-6-phosphate synthase [EC:4.1.2.43] 	
hxlB	K08094	5.3.1.27		6-phospho-3-hexuloisomerase [EC:5.3.1.27] 	
hxt	K08139		2.A.1.1.32_P15729;2.A.1.1.35_Q7BEC4;2.A.1.1.81_Q0SE66	MFS transporter, SP family, sugar:H+ symporter	
hyaA	K06282	1.12.99.6		hydrogenase small subunit [EC:1.12.99.6]	
hyaB	K06281	1.12.99.6		hydrogenase large subunit [EC:1.12.99.6]	
hyaC	K03620			Ni/Fe-hydrogenase 1 B-type cytochrome subunit	
hyaD	K03605	3.4.23.-		hyaD, hybD; hydrogenase maturation protease [EC:3.4.23.-]	Aspartic peptidases_Family A31: HybD endopeptidase family;A31
hycI	K08315	3.4.23.51		hycI; hydrogenase 3 maturation protease [EC:3.4.23.51]	Aspartic peptidases_Family A31: HybD endopeptidase family;A31
hydA_1	K17993	1.12.1.3;1.12.1.5		sulfhydrogenase subunit alpha [EC:1.12.1.3 1.12.1.5] 	
hydA_2	K17997	1.12.1.4		iron-hydrogenase subunit alpha [EC:1.12.1.4]	
hydA_3	K18008	1.12.2.1		[NiFe] hydrogenase small subunit [EC:1.12.2.1]	
hydA_4	K05927	1.12.5.1		quinone-reactive Ni/Fe-hydrogenase small subunit [EC:1.12.5.1]	
hydB_3	K00437	1.12.2.1		[NiFe] hydrogenase large subunit [EC:1.12.2.1]	
hydB_4	K05922	1.12.5.1		quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1]	
hydB_2	K17998	1.12.1.4		iron-hydrogenase subunit beta [EC:1.12.1.4]	
hydB_1	K17996	1.12.98.4		sulfhydrogenase subunit beta (sulfur reductase) [EC:1.12.98.4]	
hydD	K17994	1.12.1.3;1.12.1.5		sulfhydrogenase subunit delta [EC:1.12.1.3 1.12.1.5] 	
hydG	K17995	1.12.98.4		sulfhydrogenase subunit gamma (sulfur reductase) [EC:1.12.98.4]	
hydt	K15019	4.2.1.116		3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116] 	
hyfE	K12140	1.-.-.-		hydrogenase-4 component E [EC:1.-.-.-]	
hys	K15018	6.2.1.36		3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36] 	
hzsA	K20934	1.7.2.7		hydrazine synthase subunit [EC:1.7.2.7]	
hzsB	K20933	1.7.2.7		hydrazine synthase subunit [EC:1.7.2.7]	
hzsC	K20932	1.7.2.7		hydrazine synthase subunit [EC:1.7.2.7]	
iaaA	K13051	3.5.1.1 3.4.19.5		ASRGL1, iaaA; L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]	Threonine peptidases_Family T2;T2
iadA	K01305	3.4.19.-		iadA; beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]	Metallo peptidases_Family M38: beta-aspartyl dipeptidase family;M38
iatA1	K17210		3.A.1.2.21	inositol transport system ATP-binding protein	
iatA2	K17215		3.A.1.2	inositol transport system ATP-binding protein	
iatP1	K17209		3.A.1.2.21	inositol transport system permease protein	
iatP2	K17214		3.A.1.2	inositol transport system permease protein	
ibpA	K04080			molecular chaperone IbpA, HSP20	
ibpA1	K17208		3.A.1.2.21	inositol transport system substrate-binding protein	
ibpA2	K17213		3.A.1.2	inositol transport system substrate-binding protein	
ibpB	K04081			molecular chaperone IbpB, HSP20	
icd	K00031	1.1.1.42		IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42] 	
icsP	K13520	3.4.23.-		icsP, sopA; outer membrane protease [EC:3.4.23.-]	Aspartic peptidases_Family A26: omptin family;A26
idh3	K00030	1.1.1.41		IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41] 	
idnT	K06157		2.A.8.1.2	Gnt-II system L-idonate transporter	
iga_hap	K01347	3.4.21.72   		iga; IgA-specific serine endopeptidase [EC:3.4.21.72]   	Serine peptidases_Family S6;S6
iga_zmpA	K01390	3.4.24.13		iga; IgA-specific metalloendopeptidase [EC:3.4.24.13]	Metallo peptidases_Family M26;M26
impA	K21429			impA; immunomodulating metalloprotease   	Metallo peptidases_Family M88;M88
inoE	K17237		3.A.1.1.38	inositol-phosphate transport system substrate-binding protein	
inoF	K17238		3.A.1.1.38	inositol-phosphate transport system permease protein	
inoG	K17239		3.A.1.1.38	inositol-phosphate transport system permease protein	
inoK	K17240		3.A.1.1.13_Q97UY8;3.A.1.1.14_Q97UF2	inositol-phosphate transport system ATP-binding protein	
iolF	K06610		2.A.1.1.74_Q926Q9	MFS transporter, SP family, inositol transporter	
iorA	K07302	1.3.99.16		isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]	
iorB	K07303	1.3.99.16		isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]	
isopadh	K23259	1.1.1.80		isopropanol dehydrogenase (NADP+) [EC:1.1.1.80]	
isp	K13275	3.4.21.-		isp; major intracellular serine protease [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8
jgt	K22451	2.4.1.25		4-alpha-glucanotransferase [EC:2.4.1.25]	
ylbL	K07177			K07177; Lon-like protease   	Serine peptidases_Family S16: lon protease family;S16
aprE2	K14645	3.4.21.-		K14645; serine protease [EC:3.4.21.-]	Serine peptidases_Family S8: subtilisin family;S8
katE	K03781	1.11.1.6		catalase [EC:1.11.1.6]	
katG	K03782	1.11.1.21		catalase-peroxidase [EC:1.11.1.21]	1
kdgM	K22110		1.B.35.1;1.B.35.2	oligogalacturonate-specific porin family protein	
kdgT	K02526		2.A.10.1	2-keto-3-deoxygluconate permease	
kdpgA	K11395	4.1.2.55		2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]	
kgtP	K03761		2.A.1.6.2_P0AEX3	MFS transporter, MHS family, alpha-ketoglutarate permease	
kpsE	K10107		3.A.1.101	capsular polysaccharide transport system permease protein	
kpsM	K09688		3.A.1.101	capsular polysaccharide transport system permease protein	
kpsT	K09689		3.A.1.101	capsular polysaccharide transport system ATP-binding protein	
kup	K03549		2.A.72	KUP system potassium uptake protein	
lacE	K10188		3.A.1.1.4_P29822	lactose/L-arabinose transport system substrate-binding protein	
lacEIIA	K02786	2.7.1.69	4.A.3.1.1_P0A0D6;4.A.3.1.2_Q045X4;4.A.3.1.3_Q045H4	PTS system, lactose-specific IIA component [EC:2.7.1.69]	
lacEIIB	K02787	2.7.1.69	4.A.3.1.1;4.A.3.1.2;4.A.3.1.3	PTS system, lactose-specific IIB component [EC:2.7.1.69]	
lacEIIC	K02788		4.A.3.1.1_P11162;4.A.3.1.2_Q045X3;4.A.3.1.3_Q045H3	PTS system, lactose-specific IIC component	
lacF	K10189		3.A.1.1.4_P29823	lactose/L-arabinose transport system permease protein	
lacG	K10190		3.A.1.1.4_P29824	lactose/L-arabinose transport system permease protein	
lacK	K10191		3.A.1.1.4_Q01937	lactose/L-arabinose transport system ATP-binding protein	
lacS	K16209		2.A.2.2.1_P23936;2.A.2.2.2_P43466	lactose/raffinose/galactose permease	
lacY	K02532		2.A.1.5.1_P02920;2.A.1.5.2_P16552;2.A.1.5.3_P30000;2.A.1.5.4_P96517	MFS transporter, OHS family, lactose permease	
lamB	K02024		1.B.3.1.1_P02943;1.B.3.1.4_F5ZA77	maltoporin	
lasA	K08642	3.4.24.-		lasA; LasA protease [EC:3.4.24.-]	Metallo peptidases_Family M23;M23
lctB	K08713		1.A.1.1	potassium channel LctB	
lctP1	K00427		2.A.14.1.1_P33231;2.A.14.1.3_P71067	L-lactate permease	
lctP2	K03303		2.A.14.1.2_Q46839;2.A.14.1.3_P71067	lactate permease	
ldcA	K01297	3.4.17.13   		ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]   	Serine peptidases_Family S66;S66
ldh	K00016	1.1.1.27		LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27] 	
lef	K08645	3.4.24.83		lef; anthrax lethal toxin endopeptidase [EC:3.4.24.83]	Metallo peptidases_Family M34: anthrax lethal factor family;M34
lepB	K03100	3.4.21.89		lepB; signal peptidase I [EC:3.4.21.89]	Serine peptidases_Family S26: signal peptidase I family;S26
leuE	K11250		2.A.76.1.5_P76249	leucine efflux protein	
levD	K11194	2.7.1.69	4.A.6.1.2_P26379	PTS system, fructose-specific IIA component [EC:2.7.1.69]	
levE	K11195	2.7.1.69	4.A.6.1.2_P26380	PTS system, fructose-specific IIB component [EC:2.7.1.69]	
levF	K11196		4.A.6.1.2_P26381	PTS system, fructose-specific IIC component	
levG	K02771		4.A.6.1.2_P26382	PTS system, fructose-specific IID component	
lhpM	K23062		3.A.1.3.21	hydroxyproline transport system permease protein	
lhpN	K23063		3.A.1.3.21	hydroxyproline transport system permease protein	
lhpO	K23064		3.A.1.3.21	hydroxyproline transport system ATP-binding protein	
livF	K01996		3.A.1.4.10_Q8DQH7;3.A.1.4.11_Q6N8W2;3.A.1.4.1_P22731;3.A.1.4.8_P21630	branched-chain amino acid transport system ATP-binding protein	
livG	K01995		3.A.1.4.10_Q8DQH7;3.A.1.4.10_Q8DQH8;3.A.1.4.1_P0A9S7;3.A.1.4.3_Q8VM83;3.A.1.4.8_P21629	branched-chain amino acid transport system ATP-binding protein	
livH	K01997		3.A.1.4.10_Q8DQI0;3.A.1.4.11_Q6N8W0;3.A.1.4.1_P0AEX7;3.A.1.4.3_Q8VM85;3.A.1.4.8_P21627	branched-chain amino acid transport system permease protein	
livK	K01999		3.A.1.4.10_Q8DQI1;3.A.1.4.11_Q6N8W4;3.A.1.4.1_P04816;3.A.1.4.1_P0AD96;3.A.1.4.3_Q9L3M3;3.A.1.4.8_P21175	branched-chain amino acid transport system substrate-binding protein	
livM	K01998		3.A.1.4.10_Q8DQH9;3.A.1.4.11_Q6N8W1;3.A.1.4.1_P22729;3.A.1.4.3_Q8VM84;3.A.1.4.8_P21628	branched-chain amino acid transport system permease protein	
lldE	K18928			L-lactate dehydrogenase complex protein LldE	
lldF	K18929			L-lactate dehydrogenase complex protein LldF	
lldG	K00782			L-lactate dehydrogenase complex protein LldG	
loiP	K07387	3.4.24.-		metalloprotease [EC:3.4.24.-]	Metallo peptidases_Family M48: Ste24 endopeptidase family;M48
lolC_E	K09808		3.A.1.125.1_P0ADC3;3.A.1.125.1_P75958	lipoprotein-releasing system permease protein	
lolD	K09810	3.6.3.-	3.A.1.125.1_P75957	lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]	
lon	K01338	3.4.21.53		ATP-dependent Lon protease [EC:3.4.21.53]	Serine peptidases_Family S16: lon protease family;S16
lonB	K04076	3.4.21.53		ATP-dependent Lon protease [EC:3.4.21.53]	Serine peptidases_Family S16: lon protease family;S16
